BUY,BTC-TUBE,1540245393.395,517.18731811,0.00001440
BUY,BTC-TUBE,1540245399.397,11.01200000,0.00001440
BUY,BTC-TUBE,1540245431.413,54.48783327,0.00001440
SELL,BTC-TUBE,1540254802.206,104.35926969,0.00001500
SELL,BTC-TUBE,1540254802.216,100.00000000,0.00001510
BUY,BTC-INTU,1540301355.648,10000.00000000,0.00000002
BUY,BTC-INTU,1540301355.652,100000.00000000,0.00000002
BUY,BTC-XTL,1540319224.199,13834.24906666,0.00000015
SELL,BTC-TUBE,1540332606.701,82.68715138,0.00001468
BUY,BTC-XTL,1540386599.565,8635.90785714,0.00000014
BUY,BTC-XTL,1540388103.046,13834.24906666,0.00000012
BUY,BTC-TUBE,1540399437.427,186.15541787,0.00001430
BUY,BTC-TUBE,1540402140.851,15.94307164,0.00001430
BUY,BTC-TUBE,1540505438.614,200.00000000,0.00001401
SELL,BTC-ETN,1540578012.452,500.00000000,0.00000310
BUY,BTC-XMR,1540715457.170,0.09709618,0.01590007
SELL,BTC-XMR,1540736673.938,0.09709618,0.01630000
BUY,BTC-XMR,1540757338.377,0.09995428,0.01577082
SELL,BTC-XMR,1540787811.130,0.05292262,0.01616002
SELL,BTC-XMR,1540788863.262,0.01853085,0.01616002
SELL,BTC-XMR,1540788984.285,0.01766711,0.01616002
SELL,BTC-XMR,1540789104.308,0.01083370,0.01616002
BUY,BTC-XMR,1540823840.480,0.10183719,0.01579792
BUY,BTC-TUBE,1540896580.885,240.22942168,0.00001328
SELL,BTC-XMR,1540900550.707,0.01702460,0.01622000
SELL,BTC-XMR,1540900669.741,0.01686540,0.01622000
SELL,BTC-XMR,1540901066.839,0.01732886,0.01622000
SELL,BTC-XMR,1540901133.851,0.05061833,0.01622000
SELL,BTC-RYO,1541170853.644,25.00000000,0.00002300
BUY,BTC-XTL,1541175917.120,19960.00000000,0.00000010
BUY,BTC-XHV,1541332002.938,13.97680802,0.00035702
BUY,BTC-TUBE,1541437312.418,357.99431110,0.00001284
BUY,BTC-TUBE,1541437387.438,1196.52593189,0.00001284
SELL,BTC-INTU,1541483545.150,50000.00000000,0.00000003
SELL,BTC-XHV,1541721111.699,13.97680802,0.00038000
BUY,BTC-TUBE,1541725382.699,19.50000000,0.00001147
BUY,BTC-TUBE,1541726046.875,20.00000000,0.00001147
BUY,BTC-TUBE,1541726456.945,90.76205754,0.00001147
SELL,BTC-TUBE,1541740854.175,130.26205754,0.00001170
BUY,BTC-RVN,1541834411.054,521.60278745,0.00000574
BUY,BTC-RVN,1541848432.354,350.17543859,0.00000570
BUY,BTC-RVN,1541865127.148,545.29472500,0.00000640
SELL,BTC-RVN,1541870449.390,250.00000000,0.00000625
SELL,BTC-RVN,1541870605.410,151.00000000,0.00000625
